player,pitch_mph,ev_mph,launch_angle,distance_ft
"Vosler, Jason",81.4,100.9,40,362
"Taylor, Tyrone",81.4,101.4,27,419
"Santander, Anthony",81.4,102.9,36,392
"Bichette, Bo",81.4,100.9,29,411
"Thomas, Alek",81.4,101.7,24,393
"Sheets, Gavin",81.4,100.2,31,398
"Judge, Aaron",81.4,110.2,29,449
"Seager, Corey",81.4,100.7,31,404
"Hernández, Teoscar",81.4,109.2,34,411
"Stanton, Giancarlo",81.4,119.8,20,436
"Trout, Mike",81.4,112,26,416
"Ozuna, Marcell",81.4,106.7,25,423
"Pinder, Chad",81.4,106.1,26,384
"McCutchen, Andrew",81.4,107.7,25,444
"Santander, Anthony",81.3,102.5,30,394
"Profar, Jurickson",81.3,94.6,30,340
"Smith, Will",81.3,104.4,33,417
"Judge, Aaron",81.3,111.1,34,434
"Castro, Rodolfo",81.3,107,47,354
"Paredes, Isaac",81.3,98.6,32,391
"Schwarber, Kyle",81.3,97,39,349
"Hicks, Aaron",81.3,96.7,31,365
"Chavis, Michael",81.3,105.3,33,417
"Profar, Jurickson",81.3,101.1,38,364
"Buxton, Byron",81.3,104,28,410
"Bethancourt, Christian",81.3,106.3,19,403
"Story, Trevor",81.3,106.3,33,358
"Alonso, Pete",81.3,110.9,17,390
"Meneses, Joey",81.3,103.2,32,397
"Grichuk, Randal",81.3,109.6,29,457
"Villar, David",81.3,100.1,35,379
"Correa, Carlos",81.3,101.1,31,366
"Taylor, Michael A.",81.3,106.4,29,414
"Thomas, Lane",81.2,105.2,23,378
"Story, Trevor",81.2,101.7,30,398
"Calhoun, Kole",81.2,102.5,34,411
"Naylor, Josh",81.2,101.9,29,376
"Cron, C.J.",81.2,113,25,445
"Bruján, Vidal",81.2,94.6,38,352
"Correa, Carlos",81.2,104,22,387
"De La Cruz, Bryan",81.2,103.1,32,394
"Arenado, Nolan",81.2,104.3,35,406
"Papierski, Michael",81.2,98.5,25,367
"Thomas, Lane",81.2,109.1,25,402
"Verdugo, Alex",81.2,108.8,29,447
"Suzuki, Seiya",81.2,110.9,27,412
"Perez, Salvador",81.2,110.8,25,388
"Díaz, Aledmys",81.2,102.1,26,408
"Ohtani, Shohei",81.2,105.7,36,394
"Rojas, Josh",81.2,102.6,29,430
"Betts, Mookie",81.2,102.2,25,406
"Thomas, Alek",81.2,93.6,37,363
"Hosmer, Eric",81.2,102.7,25,401
"Jiménez, Eloy",81.2,110.1,22,437
"Castro, Rodolfo",81.2,104.7,28,407
"Serven, Brian",81.2,99.4,31,396
"Thompson, Trayce",81.1,107,34,445
"Serven, Brian",81.1,99,34,402
"Casas, Triston",81.1,101.7,29,375
"Castellanos, Nick",81.1,103.9,28,406
"Chisholm Jr., Jazz",81.1,107.3,31,413
"Reyes, Franmil",81.1,103.1,28,384
"Martinez, J.D.",81.1,107.2,26,406
"Rizzo, Anthony",81.1,102.8,34,411
"Báez, Javier",81.1,100.1,30,379
"Taylor, Chris",81.1,104.6,29,409
"Bleday, JJ",81.1,101.5,41,367
"Chavis, Michael",81.1,102.1,27,424
"Lowe, Nathaniel",81.1,106.6,35,439
"O'Neill, Tyler",81.1,102.5,26,390
"Ohtani, Shohei",81.1,109.4,22,407
"Donaldson, Josh",81.1,98,31,361
"Rodgers, Brendan",81.1,104.5,32,438
"Suwinski, Jack",81.1,102.9,34,406
"Rengifo, Luis",81.1,107.2,22,366
"Machado, Manny",81.1,102,43,361
"Candelario, Jeimer",81,102.8,34,409
"Tucker, Kyle",81,109.2,25,440
"Crawford, J.P.",81,109,22,393
"Urshela, Gio",81,102.3,30,406
"Cabrera, Oswaldo",81,104.4,27,420
"Santander, Anthony",81,110.3,23,427
"Bogaerts, Xander",81,110.6,31,421
"Alfaro, Jorge",81,99.2,28,404
"McMahon, Ryan",81,106.2,22,410
"Guerrero Jr., Vladimir",81,97.8,34,365
"Cronenworth, Jake",81,104.7,26,348
"Witt Jr., Bobby",81,108.3,21,437
"Rengifo, Luis",81,106.4,27,395
"Sánchez, Gary",81,103.2,42,355
"Cron, C.J.",81,111.4,27,454
"Rodríguez, Julio",81,109.7,18,354
"Siri, Jose",80.9,106.3,25,392
"Clemens, Kody",80.9,104.9,28,411
"Longoria, Evan",80.9,107.6,33,411
"McCarthy, Jake",80.9,108.1,30,401
"Fortes, Nick",80.9,105.2,28,419
"Freeman, Freddie",80.9,103.3,29,374
"Olson, Matt",80.9,102.9,30,412
"Arenado, Nolan",80.9,92.9,33,355
"Gonzalez, Oscar",80.9,99.1,26,401
"Hoskins, Rhys",80.9,103.9,27,397
"Pham, Tommy",80.8,104.3,29,399
"Albies, Ozzie",80.8,102,37,391
"Hoskins, Rhys",80.8,96.7,36,348
"Suárez, Eugenio",80.8,104.7,28,387
"Betts, Mookie",80.8,104.1,26,395
"Wisdom, Patrick",80.8,105,34,407
"Giménez, Andrés",80.8,98.4,24,375
"Riley, Austin",80.8,107.6,35,435
"Tucker, Kyle",80.8,104.5,34,410
"Schwarber, Kyle",80.8,111.4,24,422
"Choi, Ji Man",80.8,103,30,374
"Aguilar, Jesús",80.8,99.4,33,380
"Trout, Mike",80.8,103.8,34,383
"Aquino, Aristides",80.8,113,31,438
"Pujols, Albert",80.8,99.8,33,389
"Harper, Bryce",80.7,112.4,25,413
"Williams, Luke",80.7,102.8,33,406
"Bichette, Bo",80.7,100.3,26,385
"Vaughn, Andrew",80.7,103,24,405
"Gamel, Ben",80.7,102.6,37,366
"Polanco, Jorge",80.7,106.9,30,451
"Buxton, Byron",80.7,107.6,26,428
"Dozier, Hunter",80.7,100.5,33,409
"Goldschmidt, Paul",80.7,99.3,35,383
"De La Cruz, Bryan",80.7,99.5,32,387
"Goldschmidt, Paul",80.7,104.4,35,408
"Gallo, Joey",80.7,111.3,37,427
"Estrada, Thairo",80.7,109.3,25,412
"Guerrero Jr., Vladimir",80.7,107.4,34,402
"Mullins, Cedric",80.7,101.8,29,413
"Brown, Seth",80.6,104.7,25,424
"Taylor, Tyrone",80.6,99.7,31,399
"Hiura, Keston",80.6,106.6,26,428
"Kelly, Carson",80.6,96.3,40,407
"Chavis, Michael",80.6,100.5,33,386
"Leblanc, Charles",80.6,102,29,389
"Heim, Jonah",80.6,106.4,32,379
"Gorman, Nolan",80.6,105.7,34,403
"Rengifo, Luis",80.6,109.3,24,414
"Kelly, Carson",80.6,103.1,33,418
"France, Ty",80.6,102.3,30,402
"Burger, Jake",80.6,106.3,27,424
"Varsho, Daulton",80.6,102.5,26,381
"Drury, Brandon",80.6,106.4,24,386
"Stowers, Kyle",80.5,105.5,25,399
"Riley, Austin",80.5,103.9,36,401
"Luplow, Jordan",80.5,92.1,33,399
"Hays, Austin",80.5,105.5,25,413
"Velázquez, Nelson",80.5,101.9,33,381
"Rosario, Amed",80.5,98.7,35,377
"Taylor, Chris",80.5,101,34,384
"Chang, Yu",80.5,104.2,32,379
"Rodríguez, Julio",80.5,106,24,374
"Wynns, Austin",80.5,105,23,378
"Reynolds, Bryan",80.5,105.3,37,409
"Caratini, Victor",80.5,106.2,30,427
"Guerrero Jr., Vladimir",80.5,114.4,20,446
"Fraley, Jake",80.5,103.4,34,403
"Peña, Jeremy",80.5,107.1,35,408
"Bichette, Bo",80.5,106.7,36,405
"Perez, Michael",80.4,103,35,391
"Smith, Will",80.4,101.8,38,429
"Canha, Mark",80.4,103.4,22,398
"Gomes, Yan",80.4,106.6,22,402
"Springer, George",80.4,107.3,27,422
"Díaz, Yandy",80.4,104.7,23,407
"Drury, Brandon",80.4,96.7,32,392
"d'Arnaud, Travis",80.4,108.5,22,409
"Hiura, Keston",80.4,107.3,35,412
"Ortega, Rafael",80.4,102.7,24,391
"Cron, C.J.",80.4,111.2,27,486
"Lowe, Nathaniel",80.4,106.9,31,399
"Santander, Anthony",80.4,103.2,35,393
"Donaldson, Josh",80.4,105.1,29,398
"Duvall, Adam",80.3,105.1,27,406
"Heim, Jonah",80.3,100.1,31,385
"Rosario, Amed",80.3,103.4,32,447
"Morel, Christopher",80.3,99.3,33,374
"Yastrzemski, Mike",80.3,101.9,29,430
"Stanton, Giancarlo",80.3,114,20,429
"Duvall, Adam",80.3,97.1,37,375
"Abreu, José",80.3,104.4,30,411
"Mountcastle, Ryan",80.3,100.7,27,398
"Martinez, J.D.",80.3,105.3,36,404
"Trout, Mike",80.3,107,30,425
"Robles, Victor",80.3,99.6,29,390
"Perez, Salvador",80.3,104.6,27,383
"Santana, Carlos",80.3,105,28,425
"Bichette, Bo",80.2,99,31,394
"Rodríguez, Julio",80.2,101.5,27,400
"Raleigh, Cal",80.2,105.4,22,364
"Taylor, Michael A.",80.2,101.4,28,410
"Jansen, Danny",80.2,107.2,25,435
"Judge, Aaron",80.2,112,20,417
"Gordon, Nick",80.2,102.6,27,422
"Riley, Austin",80.2,109.8,28,437
"Wong, Kolten",80.2,99.1,31,392
"Altuve, Jose",80.2,98.6,37,370
"Riley, Austin",80.2,94.2,32,370
"Trout, Mike",80.2,113,24,406
"Laureano, Ramón",80.2,104.7,30,417
"Robinson, Chuckie",80.2,99.6,29,362
"Urías, Luis",80.2,100.4,30,402
"Paredes, Isaac",80.2,95,27,376
"Suzuki, Seiya",80.1,106.4,23,427
"Nootbaar, Lars",80.1,107,20,393
"Drury, Brandon",80.1,95.8,29,378
"Grandal, Yasmani",80.1,102.1,32,392
"Taylor, Tyrone",80.1,100.1,30,418
"Peña, Jeremy",80.1,100.5,38,368
"Mullins, Cedric",80.1,96.3,30,380
"Altuve, Jose",80.1,105.3,42,371
"Stanton, Giancarlo",80.1,113,26,427
"Langeliers, Shea",80.1,95.8,24,347
"Schwarber, Kyle",80.1,103.7,33,412
"Cron, C.J.",80.1,105.9,30,443
"Harper, Bryce",80.1,105,40,393
"Haase, Eric",80.1,99.5,40,364
"Judge, Aaron",80.1,105.2,32,412
"Semien, Marcus",80.1,103,26,417
"Schwindel, Frank",80,98.2,32,379
"Rizzo, Anthony",80,94.7,27,368
"Story, Trevor",80,96.6,31,383
"Ohtani, Shohei",80,108,24,390
"Mathias, Mark",80,103.5,26,363
"Cron, C.J.",80,100.6,41,400
"Tucker, Kyle",80,103.6,41,370
"Lowe, Nathaniel",80,110.9,32,452
"Thomas, Lane",80,101.2,30,400
"Rengifo, Luis",80,105.1,31,386
"Happ, Ian",80,104.9,25,387
"Urías, Luis",80,101.9,24,367
"Mateo, Jorge",80,101.3,35,398
"Abreu, José",80,98.6,30,364
"Grisham, Trent",80,100.7,30,401
"Cooper, Garrett",80,107.4,34,414
"Hernandez, Yadiel",79.9,101,37,400
"Pasquantino, Vinnie",79.9,105.9,25,432
"Robert Jr., Luis",79.9,105,36,389
"Bichette, Bo",79.9,106.7,25,427
"Bradley Jr., Jackie",79.9,101.4,38,377
"Díaz, Elias",79.9,99.1,25,394
"Hall, Darick",79.9,99.2,27,370
"Marsh, Brandon",79.9,105.3,28,413
"Gonzalez, Oscar",79.9,108.1,28,420
"Buxton, Byron",79.9,110.3,22,424
"Ohtani, Shohei",79.9,107.1,39,399
"Waters, Drew",79.9,105.2,28,400
"Torres, Gleyber",79.9,100.3,39,339
"Soto, Juan",79.9,105.7,22,417
"McMahon, Ryan",79.9,109.8,22,461
"Farmer, Kyle",79.9,98.1,32,387
"Almora Jr., Albert",79.9,99.3,31,389
"Cabrera, Miguel",79.9,101.4,22,372
"Renfroe, Hunter",79.9,101.3,31,386
"Zunino, Mike",79.8,103.8,31,402
"Carpenter, Matt",79.8,105.5,24,396
"Lowe, Brandon",79.8,109.8,21,400
"Gurriel, Yuli",79.8,100,29,381
"Springer, George",79.8,106.5,21,422
"Stanton, Giancarlo",79.8,108,34,383
"Casali, Curt",79.8,103.3,38,438
"Santander, Anthony",79.8,103.7,28,417
"Smith, Will",79.8,99.7,32,404
"Soler, Jorge",79.8,110.2,37,413
"McCutchen, Andrew",79.8,100.5,27,385
"Pollock, AJ",79.8,101.8,24,383
"Hosmer, Eric",79.8,99.3,28,351
"Walsh, Jared",79.8,101.9,39,371
"Witt Jr., Bobby",79.7,108.9,30,436
"Candelario, Jeimer",79.7,104.8,27,383
"Cron, C.J.",79.7,106.7,29,423
"Rodríguez, Julio",79.7,110.5,35,407
"García, Adolis",79.7,98.9,35,373
"Torkelson, Spencer",79.7,100.6,31,396
"Hays, Austin",79.7,108.3,17,371
"Ward, Taylor",79.7,103.9,27,421
"Davidson, Matt",79.7,111.5,26,431
"Sánchez, Gary",79.7,106.9,31,446
"Escobar, Eduardo",79.7,99.5,24,378
"Semien, Marcus",79.7,100.4,37,380
"Yelich, Christian",79.7,110.9,24,447
"Mullins, Cedric",79.7,100.5,31,404
"DeJong, Paul",79.6,102.8,34,387
"Larnach, Trevor",79.6,111.8,25,413
"Sosa, Lenyn",79.6,106.1,25,428
"Chapman, Matt",79.6,99.4,31,373
"Rengifo, Luis",79.6,100.8,29,397
"García, Adolis",79.6,94.4,26,359
"Lowe, Nathaniel",79.6,100.2,32,370
"Siri, Jose",79.6,109.3,27,427
"LeMahieu, DJ",79.6,102,26,386
"Morel, Christopher",79.6,105.4,36,402
"Melendez, MJ",79.6,105.9,39,406
"Cron, C.J.",79.6,101.5,29,428
"Judge, Aaron",79.6,103.1,32,405
"Contreras, Willson",79.5,101.7,37,397
"Candelario, Jeimer",79.5,104.7,23,365
"Miller, Owen",79.5,103,34,398
"Lindor, Francisco",79.5,103.6,26,391
"Gonzalez, Oscar",79.5,94.8,30,357
"Kirk, Alejandro",79.5,105.5,32,393
"Carlson, Dylan",79.5,100.3,35,373
"Velazquez, Andrew",79.5,103.6,23,402
"Bell, Josh",79.5,109.7,36,411
"Bethancourt, Christian",79.5,106.2,25,409
"Grichuk, Randal",79.4,103.7,33,392
"Castellanos, Nick",79.4,104,27,420
"Hill, Derek",79.4,91.2,33,355
"Taylor, Tyrone",79.4,101.2,38,373
"Trout, Mike",79.4,106.2,30,403
"Peña, Jeremy",79.4,102.8,33,403
"Hoskins, Rhys",79.4,99.7,43,353
"Friedl, TJ",79.4,98.9,27,394
"Gurriel Jr., Lourdes",79.4,107,25,431
"Ruf, Darin",79.4,105.1,28,429
"Hoskins, Rhys",79.4,103.8,38,382
"Torkelson, Spencer",79.4,102.3,30,409
"Longoria, Evan",79.4,103.4,31,403
"Soto, Juan",79.4,104.1,28,395
"Stott, Bryson",79.4,98.7,40,356
"Donaldson, Josh",79.4,103.7,33,417
"Rosario, Amed",79.4,106.1,22,410
"Crawford, Brandon",79.4,97.7,40,372
"Vaughn, Andrew",79.4,99,32,379
"Wong, Kolten",79.3,99.2,36,379
"Neuse, Sheldon",79.3,99,31,385
"Muncy, Max",79.3,105.8,27,377
"Ward, Taylor",79.3,103.5,23,392
"Garcia, Dérmis",79.3,107.7,22,395
"Machado, Manny",79.3,106.7,20,380
"Alvarez, Yordan",79.3,103.3,24,374
"France, Ty",79.3,101.8,30,395
"Allen, Nick",79.3,95.8,32,378
"Gonzalez, Oscar",79.3,104.7,24,395
"France, Ty",79.3,105.1,27,432
"Encarnación, Jerar",79.3,103.6,23,385
"Castellanos, Nick",79.3,100,31,395
"Witt Jr., Bobby",79.3,108.6,22,392
"Springer, George",79.2,98.2,35,383
"Bell, Josh",79.2,102,27,376
"Benintendi, Andrew",79.2,106.5,28,387
"Lowe, Nathaniel",79.2,101.3,37,372
"McCormick, Chas",79.2,104.7,28,396
"Seager, Corey",79.2,107.4,31,416
"Turner, Justin",79.2,105.2,24,373
"Alvarez, Francisco",79.1,108.9,26,439
"Gonzalez, Oscar",79.1,103.3,22,375
"Torres, Gleyber",79.1,98.5,30,375
"Barnes, Austin",79.1,103.7,24,427
"Ozuna, Marcell",79.1,108.4,25,429
"Arozarena, Randy",79.1,105.1,30,415
"Trout, Mike",79,108.9,37,409
"Adell, Jo",79,107.4,22,405
"Naylor, Josh",79,109,30,413
"Walsh, Jared",79,106.1,29,414
"Goldschmidt, Paul",79,108.3,24,412
"Sánchez, Jesús",79,109.1,22,425
"Urshela, Gio",79,100.6,25,397
"Mitchell, Cal",79,99.6,31,370
"Judge, Aaron",79,112.2,25,422
"Tellez, Rowdy",79,105.6,27,412
"Grichuk, Randal",79,94.7,32,394
"Stanton, Giancarlo",79,111.3,32,444
"Stanton, Giancarlo",78.9,105,30,409
"Wendle, Joey",78.9,100.6,30,376
"Bride, Jonah",78.9,99,27,376
"Urías, Ramón",78.9,105.9,29,429
"Mateo, Jorge",78.9,106.2,26,400
"Carlson, Dylan",78.9,102.6,29,406
"McMahon, Ryan",78.9,104.3,22,411
"Bregman, Alex",78.9,98.7,23,365
"McCutchen, Andrew",78.9,97.2,29,354
"Judge, Aaron",78.9,109,31,427
"Wisdom, Patrick",78.9,103.4,34,401
"Odor, Rougned",78.9,103.1,35,401
"Schoop, Jonathan",78.8,104.2,39,387
"Gonzalez, Oscar",78.8,104.1,20,391
"Canó, Robinson",78.8,103.3,25,398
"Higgins, P.J.",78.8,103.4,20,380
"Bellinger, Cody",78.8,103.6,25,383
"Yepez, Juan",78.8,103.7,30,412
"Rengifo, Luis",78.8,102.9,24,407
"Merrifield, Whit",78.8,94.9,30,357
"Story, Trevor",78.8,106.7,30,428
"Chavis, Michael",78.8,102.4,31,386
"Winker, Jesse",78.8,102.5,27,410
"Slater, Austin",78.7,104.7,30,408
"Castillo, Diego",78.7,107.4,30,411
"Harrison, Josh",78.7,101.8,28,412
"Heim, Jonah",78.7,93.5,32,362
"Joe, Connor",78.7,102.1,23,393
"Kirk, Alejandro",78.7,101.3,41,354
"Stassi, Max",78.7,104.7,25,423
"Martinez, J.D.",78.7,108,30,422
"Betts, Mookie",78.7,102.3,27,383
"Varsho, Daulton",78.6,102.6,41,368
"Ozuna, Marcell",78.6,109.5,31,458
"Beer, Seth",78.6,98.8,34,386
"Olson, Matt",78.6,108,32,410
"Ohtani, Shohei",78.6,113.5,32,438
"García, Adolis",78.6,111.4,22,440
"Suárez, Eugenio",78.6,102.9,32,397
"Varsho, Daulton",78.6,105.8,28,416
"Abreu, José",78.6,107.6,32,400
"Chapman, Matt",78.6,107.6,28,426
"Vosler, Jason",78.6,102.5,28,409
"Rengifo, Luis",78.5,98.3,37,383
"Zimmer, Bradley",78.5,104.8,30,402
"Olson, Matt",78.5,107,28,438
"Harris II, Michael",78.5,105,25,391
"Tellez, Rowdy",78.5,101.6,23,382
"McCann, James",78.5,105.5,34,414
"Brown, Seth",78.5,105.2,26,417
"Kiermaier, Kevin",78.5,102.8,23,402
"LeMahieu, DJ",78.5,101.7,29,400
"Maldonado, Martín",78.4,93.9,30,360
"Wong, Kolten",78.4,100.8,29,394
"Reynolds, Bryan",78.4,99.3,37,394
"Murphy, Sean",78.4,106.7,23,420
"Hernandez, Yadiel",78.4,99,37,357
"Ohtani, Shohei",78.4,100.5,31,388
"Kirk, Alejandro",78.4,109.3,19,369
"Altuve, Jose",78.3,97.7,32,388
"Marte, Starling",78.3,107,32,411
"Lowe, Brandon",78.3,103.4,34,402
"Trout, Mike",78.3,114.4,22,405
"Siri, Jose",78.3,109.7,31,456
"O'Neill, Tyler",78.3,104.4,31,423
"Sánchez, Gary",78.3,106.8,23,381
"Votto, Joey",78.3,101.9,32,397
"Adames, Willy",78.3,105.2,22,387
"Maldonado, Martín",78.3,101.3,34,394
"Realmuto, J.T.",78.3,103,32,394
"Robles, Victor",78.3,100.2,29,377
"Urías, Ramón",78.3,102.1,37,395
"Peralta, David",78.2,98.8,30,420
"Hedges, Austin",78.2,97.4,29,380
"Pinder, Chad",78.2,103.6,30,412
"Bryant, Kris",78.2,96.9,37,357
"Tucker, Kyle",78.2,105.5,24,408
"Fraley, Jake",78.2,93.7,39,341
"Lindor, Francisco",78.2,102.1,27,365
"Ohtani, Shohei",78.2,108.4,24,378
"Olson, Matt",78.1,112.7,35,420
"Stott, Bryson",78.1,95.8,26,364
"Urías, Ramón",78.1,105.4,30,409
"Lowe, Nathaniel",78.1,111.1,36,435
"Arozarena, Randy",78.1,104.3,29,399
"Buxton, Byron",78.1,103.6,38,372
"Aquino, Aristides",78.1,106.7,24,429
"Peña, Jeremy",78,100.2,36,380
"García, Adolis",78,104.7,37,402
"Tucker, Kyle",78,101.8,35,382
"Trout, Mike",78,105.9,32,417
"Giménez, Andrés",78,104.1,26,414
"McMahon, Ryan",78,105.9,40,394
"Bemboom, Anthony",78,98.1,29,370
"Nimmo, Brandon",78,105.6,26,406
"Renfroe, Hunter",78,99.6,27,384
"Flores, Wilmer",77.9,99.5,37,371
"Cron, C.J.",77.9,106.6,38,402
"Hays, Austin",77.9,102.6,31,397
"Hays, Austin",77.9,106.9,38,464
"Yelich, Christian",77.9,103.8,29,383
"Cabrera, Miguel",77.9,102,22,373
"Yelich, Christian",77.9,104.9,31,410
"Stanton, Giancarlo",77.9,106,34,385
"Friedl, TJ",77.9,102.2,29,385
"Ward, Taylor",77.9,104.5,28,401
"Abreu, José",77.9,109.5,24,451
"Flores, Wilmer",77.9,99.9,36,376
"De La Cruz, Bryan",77.8,104.9,24,410
"Suwinski, Jack",77.8,107,35,395
"Longoria, Evan",77.8,107.6,26,410
"Blackmon, Charlie",77.8,100,27,361
"Tellez, Rowdy",77.8,111.8,20,410
"Turner, Trea",77.8,104,30,406
"Mateo, Jorge",77.8,95.5,38,355
"Castro, Rodolfo",77.8,100.7,40,387
"Andrus, Elvis",77.7,94.6,33,372
"Cron, C.J.",77.7,99.6,32,412
"Zimmer, Bradley",77.7,98.2,37,334
"Gonzalez, Romy",77.7,103.1,32,411
"Lowe, Nathaniel",77.6,104.2,26,406
"Guillorme, Luis",77.6,95.5,35,360
"Marsh, Brandon",77.6,104.7,34,409
"Acuña Jr., Ronald",77.6,111.7,32,450
"Trejo, Alan",77.5,97.6,33,398
"Moncada, Yoán",77.5,104.1,27,420
"Machado, Manny",77.5,99,31,389
"Drury, Brandon",77.5,95,31,360
"Acuña Jr., Ronald",77.5,113.8,27,464
"Trevino, Jose",77.5,101.4,27,406
"Buxton, Byron",77.4,108.4,23,357
"Suárez, Eugenio",77.4,103.9,31,427
"Brown, Seth",77.4,100.2,28,407
"Kepler, Max",77.4,102.2,26,398
"Chavis, Michael",77.4,103.4,26,408
"Wisdom, Patrick",77.3,103.8,27,414
"Stott, Bryson",77.3,102.8,27,415
"Taylor, Tyrone",77.3,100.1,31,398
"Engel, Adam",77.3,101.1,24,365
"Turner, Trea",77.2,104,26,410
"Fortes, Nick",77.2,101.7,37,380
"Hernández, Teoscar",77.2,103.6,23,369
"Tapia, Raimel",77.1,103.9,34,404
"Seager, Corey",77.1,103,25,431
"Carpenter, Matt",77.1,100,38,374
"Naylor, Josh",77.1,102,28,399
"Hicks, Aaron",77.1,103.9,33,396
"Drury, Brandon",77.1,103.9,29,378
"Villar, Jonathan",77.1,101.3,34,404
"Tapia, Raimel",77,97,35,384
"Machado, Manny",77,110.5,21,366
"Arenado, Nolan",77,103.4,28,403
"Walsh, Jared",76.9,104.6,22,383
"Riley, Austin",76.9,98.6,35,351
"Wisdom, Patrick",76.9,107.5,21,423
"Gonzalez, Romy",76.9,101.8,28,410
"Meneses, Joey",76.9,94.1,29,354
"Martinez, J.D.",76.9,100.1,35,392
"Sanó, Miguel",76.9,98,34,368
"Andrus, Elvis",76.9,98.8,32,385
"Miranda, Jose",76.9,98.9,32,372
"Witt Jr., Bobby",76.8,106.8,22,427
"Slater, Austin",76.8,106.7,24,406
"Hoskins, Rhys",76.8,99.3,37,364
"Dubón, Mauricio",76.8,101.9,35,371
"Aquino, Aristides",76.7,104.4,29,411
"Candelario, Jeimer",76.7,100.5,26,368
"Contreras, Willson",76.7,104.5,26,422
"Machado, Manny",76.6,100.4,28,401
"Aguilar, Jesús",76.6,100,38,374
"d'Arnaud, Travis",76.6,98.7,29,392
"Brown, Seth",76.6,103.8,35,393
"Bichette, Bo",76.6,100.7,23,369
"McCutchen, Andrew",76.6,103,23,384
"Trevino, Jose",76.6,100.6,26,379
"Arozarena, Randy",76.5,100.4,22,390
"Hosmer, Eric",76.5,106.5,26,412
"Mathias, Mark",76.5,101.1,27,398
"Adames, Willy",76.5,101.5,27,355
"Pujols, Albert",76.5,99.4,25,361
"Murphy, Sean",76.5,107.8,30,447
"Raleigh, Cal",76.5,99.4,27,364
"Hoskins, Rhys",76.4,102.3,37,387
"Judge, Aaron",76.4,109.7,24,383
"Harrison, Josh",76.4,99.3,23,362
"Moore, Dylan",76.3,98.9,39,355
"Vaughn, Andrew",76.3,99.7,24,384
"Freeman, Freddie",76.3,102.1,28,393
"Guerrero Jr., Vladimir",76.2,94.5,27,350
"France, Ty",76.2,106.3,19,370
"Gorman, Nolan",76.2,102.1,31,380
"Frazier, Adam",76.1,87.9,37,321
"Mancini, Trey",76,100.9,22,397
"Velázquez, Nelson",76,102.4,27,394
"Perez, Salvador",75.9,110.5,25,390
"Call, Alex",75.9,95.3,40,342
"Narváez, Omar",75.9,97.9,34,394
"Rizzo, Anthony",75.8,102.4,22,363
"Schoop, Jonathan",75.8,100.9,32,380
"Betts, Mookie",75.8,100.1,29,391
"Taylor, Tyrone",75.8,101.7,34,407
"Escobar, Eduardo",75.7,95.9,37,353
"Judge, Aaron",75.6,111.1,31,456
"McKinney, Billy",75.6,101.2,31,391
"Ohtani, Shohei",75.6,108.9,28,443
"Hall, Darick",75.5,102.5,24,356
"Díaz, Aledmys",75.4,102.3,30,395
"Mancini, Trey",75.4,108.4,24,387
"Arraez, Luis",75.3,96.7,29,359
"Suzuki, Seiya",75.3,103.6,30,387
"Marte, Ketel",75.3,98.1,26,385
"Calhoun, Kole",75.2,99.2,27,386
"Arozarena, Randy",75.2,97.9,30,379
"Judge, Aaron",75.2,109,41,406
"Contreras, Willson",75.2,96.5,28,369
"Farmer, Kyle",75.2,101.3,36,407
"Varsho, Daulton",75.2,100.7,27,389
"Hoerner, Nico",75.1,97.7,27,382
"Suárez, Eugenio",75,107.2,39,404
"Aguilar, Jesús",74.9,105.7,26,432
"Arcia, Orlando",74.9,95.4,32,357
"Pederson, Joc",74.9,102.3,36,395
"Kwan, Steven",74.8,98.9,30,382
"Stott, Bryson",74.7,99.3,26,366
"Reynolds, Bryan",74.5,94,31,367
"Walker, Christian",74.2,100.2,42,393
"Meneses, Joey",74.1,95.9,36,358
"Díaz, Aledmys",74,101.6,36,371
"Santana, Carlos",73.9,106.3,24,384
"Mullins, Cedric",73.8,94.8,32,373
"Bohm, Alec",73.8,99.6,30,387
"Rivera, Emmanuel",73.8,107.1,24,441
"Seager, Corey",73.8,100.3,30,398
"Peña, Jeremy",73.7,103.9,29,426
"Reynolds, Bryan",73.7,108,21,415
"Goldschmidt, Paul",73.5,102.1,34,390
"Kim, Ha-Seong",73.5,96.6,26,365
"Perdomo, Geraldo",73.4,95.6,40,367
"Suwinski, Jack",73.4,95.8,40,367
"Realmuto, J.T.",73.2,104,25,360
"Peralta, David",73.2,100.2,33,414
"Larnach, Trevor",73.1,99.8,38,371
"Báez, Javier",73,102.4,27,390
"Tellez, Rowdy",72.9,105.4,23,402
"Grandal, Yasmani",72.9,95.2,39,345
"Machín, Vimael",72.8,94.2,30,360
"Perez, Salvador",72.6,108.3,25,415
"Judge, Aaron",72.4,98.5,34,392
"Taylor, Michael A.",72.3,103.7,27,407
"Celestino, Gilberto",72.3,100.2,38,386
"Langeliers, Shea",72.3,96.4,27,382
"Vogelbach, Daniel",72.2,99.6,30,400
"Taveras, Leody",72,96.8,36,393
"Bohm, Alec",71.9,97.7,35,366
"Chavis, Michael",71.9,107,20,396
"Polanco, Jorge",71.8,101.3,35,369
"Machado, Manny",71.8,100,28,401
"Hernández, Teoscar",71.8,107,24,365
"Baty, Brett",71.7,98.5,28,377
"Mullins, Cedric",71.6,100.6,31,381
"Seager, Corey",71.6,105.5,32,427
