player,pitch_mph,ev_mph,launch_angle,distance_ft
"Varsho, Daulton",89.9,106.5,26,406
"Turner, Justin",89.9,103.5,35,373
"White, Eli",89.9,104.8,32,423
"Castro, Harold",89.9,100.1,36,382
"Rosario, Eddie",89.9,105,24,392
"Díaz, Elias",89.9,105.9,29,445
"Hernández, Teoscar",89.9,105.8,38,415
"Smith, Pavin",89.9,106.2,27,411
"Mancini, Trey",89.9,97.5,31,352
"Rizzo, Anthony",89.9,106.5,23,406
"Chapman, Matt",89.9,104.6,39,362
"Suárez, Eugenio",89.9,109.4,23,390
"Harper, Bryce",89.9,111.5,35,427
"Marsh, Brandon",89.9,108,29,449
"Turner, Justin",89.9,103.3,29,414
"Devers, Rafael",89.9,104.6,29,425
"Pinder, Chad",89.9,105.2,26,404
"Urshela, Gio",89.9,95.6,29,382
"Maldonado, Martín",89.9,106.4,24,393
"Bell, Josh",89.8,105.6,28,417
"Paredes, Isaac",89.8,108.3,26,406
"Turner, Justin",89.8,101.1,31,404
"Cooper, Garrett",89.8,107.7,28,390
"Trout, Mike",89.8,111,24,425
"Longoria, Evan",89.8,103.3,35,400
"Fairchild, Stuart",89.8,107.6,28,431
"Mancini, Trey",89.8,99.2,34,366
"Wade Jr., LaMonte",89.8,101.3,34,401
"Adell, Jo",89.8,109.7,21,430
"Biggio, Cavan",89.8,102.4,34,381
"Votto, Joey",89.8,99.9,29,380
"Alonso, Pete",89.8,100.3,33,388
"Pinder, Chad",89.8,105.5,33,410
"Chang, Yu",89.8,107.3,22,416
"Alvarez, Yordan",89.7,106.2,33,403
"Stanton, Giancarlo",89.7,104.7,21,420
"Longoria, Evan",89.7,103,36,405
"Kelenic, Jarred",89.7,98.5,30,366
"Jiménez, Eloy",89.7,109.8,22,420
"Nimmo, Brandon",89.7,105.6,32,433
"Santander, Anthony",89.7,105.1,23,388
"Myers, Wil",89.7,103.9,34,433
"Mateo, Jorge",89.7,102.7,24,401
"Toro, Abraham",89.7,108,29,419
"Mercado, Óscar",89.7,101.1,28,398
"Hummel, Cooper",89.7,106.7,31,403
"Realmuto, J.T.",89.7,103.1,28,383
"Yastrzemski, Mike",89.7,104.3,39,420
"Bohm, Alec",89.7,105.5,25,395
"Judge, Aaron",89.7,107.3,41,383
"Park, Hoy",89.7,101.2,28,411
"Polanco, Jorge",89.7,108.1,33,386
"Rengifo, Luis",89.7,105.2,29,434
"Goldschmidt, Paul",89.7,108.7,24,429
"Cronenworth, Jake",89.7,94.7,34,361
"Mateo, Jorge",89.7,102.9,32,386
"Bart, Joey",89.7,114.3,28,411
"Donovan, Brendan",89.6,103.8,29,418
"Bader, Harrison",89.6,94.3,28,358
"Dalbec, Bobby",89.6,107.1,36,397
"Ford, Mike",89.6,104.6,28,395
"Lewis, Kyle",89.6,107.8,30,441
"Bethancourt, Christian",89.6,105.5,24,424
"Urías, Ramón",89.6,101,31,396
"Albies, Ozzie",89.6,106.3,31,421
"Stott, Bryson",89.6,97.7,24,378
"Ozuna, Marcell",89.6,104.3,33,409
"Arenado, Nolan",89.6,108.3,39,428
"Mendick, Danny",89.6,98.7,27,368
"Realmuto, J.T.",89.6,99.7,31,358
"McKenna, Ryan",89.6,106.4,25,435
"Arenado, Nolan",89.6,104.8,22,367
"Devers, Rafael",89.6,110.6,28,434
"Melendez, MJ",89.6,101.2,30,425
"Pasquantino, Vinnie",89.6,98.6,29,385
"Garcia, Dérmis",89.6,109.5,35,426
"Gorman, Nolan",89.6,108.7,24,396
"Naylor, Josh",89.5,105.5,20,403
"Thomas, Lane",89.5,104.2,28,422
"Contreras, William",89.5,106.6,26,409
"Yastrzemski, Mike",89.5,101.3,30,384
"Arcia, Orlando",89.5,104.8,29,442
"Hiura, Keston",89.5,106.3,21,379
"Soto, Juan",89.5,112.5,28,451
"Garver, Mitch",89.5,108.3,24,401
"Díaz, Lewin",89.5,94.7,28,363
"Vargas, Ildemaro",89.5,105.3,34,398
"Harper, Bryce",89.5,107.1,28,426
"Peña, Jeremy",89.5,105.6,21,413
"Leblanc, Charles",89.5,102.8,24,395
"Walls, Taylor",89.5,104.1,27,365
"Lowe, Brandon",89.5,98.7,24,382
"Berti, Jon",89.5,105.7,24,380
"Peterson, Jace",89.5,106.4,29,429
"Ramírez, José",89.5,103.2,43,358
"Trevino, Jose",89.5,99.5,24,379
"Pratto, Nick",89.5,97.1,40,352
"Olson, Matt",89.4,103.7,42,348
"Tellez, Rowdy",89.4,105.6,33,400
"Walker, Christian",89.4,112.6,22,400
"Vogelbach, Daniel",89.4,96.7,32,359
"Turner, Justin",89.4,105.3,31,385
"McCarthy, Jake",89.4,97.6,27,389
"Capel, Conner",89.4,103.7,30,419
"Devers, Rafael",89.4,101.7,28,359
"Canha, Mark",89.4,103.1,28,412
"Pederson, Joc",89.4,106.1,31,410
"Bregman, Alex",89.4,105,30,408
"Ortega, Rafael",89.4,103.1,33,428
"Acuña Jr., Ronald",89.4,108.3,32,435
"Torres, Gleyber",89.4,100.1,36,394
"Bart, Joey",89.4,111.2,20,392
"Edman, Tommy",89.4,112.6,20,368
"Dozier, Hunter",89.4,105.6,27,416
"Turner, Justin",89.4,99.7,31,394
"Turner, Trea",89.4,103.3,38,422
"Varsho, Daulton",89.4,103,24,418
"Renfroe, Hunter",89.4,107,23,423
"Gallo, Joey",89.4,109.1,33,438
"Jansen, Danny",89.3,106.7,21,408
"Pasquantino, Vinnie",89.3,112.7,17,361
"Escobar, Eduardo",89.3,110.6,20,375
"Altuve, Jose",89.3,109.8,24,368
"India, Jonathan",89.3,95.8,38,349
"Moncada, Yoán",89.3,107.4,27,410
"Hernández, Teoscar",89.3,110.2,41,409
"Haase, Eric",89.3,100.5,25,370
"Velázquez, Nelson",89.3,108.3,24,418
"Harper, Bryce",89.3,107.3,23,427
"Rutschman, Adley",89.3,98.8,27,347
"Cruz, Nelson",89.3,110.8,31,436
"Pollock, AJ",89.3,104.4,30,409
"Mendick, Danny",89.3,101.5,33,389
"Pinto, René",89.3,104.8,25,393
"Refsnyder, Rob",89.3,95.1,30,364
"Urías, Ramón",89.3,105.4,31,416
"Suárez, Eugenio",89.3,103.4,29,411
"Hoskins, Rhys",89.3,103.7,28,410
"Gorman, Nolan",89.2,105.2,30,387
"Grichuk, Randal",89.2,102.4,42,371
"Benintendi, Andrew",89.2,102.4,32,433
"Guerrero Jr., Vladimir",89.2,107.8,30,422
"Tucker, Kyle",89.2,102.1,37,382
"Santander, Anthony",89.2,104.6,28,403
"Hoerner, Nico",89.2,99.5,25,396
"Fortes, Nick",89.2,105.8,21,416
"Urías, Luis",89.2,105.5,37,404
"Vogelbach, Daniel",89.2,105.7,35,404
"Schwarber, Kyle",89.2,110.4,26,451
"Guerrero Jr., Vladimir",89.2,100.2,27,397
"Giménez, Andrés",89.2,101.6,22,361
"Jansen, Danny",89.2,97.9,30,368
"Vázquez, Christian",89.2,103.3,25,404
"Haase, Eric",89.2,98.2,29,386
"Profar, Jurickson",89.2,106.4,22,410
"Goldschmidt, Paul",89.2,108.7,26,403
"Rodgers, Brendan",89.2,101.1,24,425
"Mitchell, Cal",89.2,102.5,28,405
"Suárez, Eugenio",89.2,108.4,28,430
"Contreras, Willson",89.2,109.8,29,420
"Pasquantino, Vinnie",89.2,105.9,26,400
"Renfroe, Hunter",89.1,108.8,23,382
"Edman, Tommy",89.1,106.5,32,417
"Fraley, Jake",89.1,110,30,437
"Schoop, Jonathan",89.1,103,29,395
"Moore, Dylan",89.1,107.4,24,403
"Jeffers, Ryan",89.1,102.4,38,392
"McNeil, Jeff",89.1,103.3,27,410
"De La Cruz, Bryan",89.1,101.7,33,392
"Martinez, J.D.",89.1,106.5,26,410
"Walls, Taylor",89.1,102.8,25,406
"Mercedes, Yermín",89.1,111.7,24,365
"Schwarber, Kyle",89.1,99.3,28,384
"Huff, Sam",89.1,109.4,26,421
"Murphy, Sean",89.1,108.6,24,407
"Betts, Mookie",89.1,103.7,27,397
"Rodríguez, Julio",89.1,105.5,21,376
"Jung, Josh",89.1,105.5,31,424
"Rosario, Amed",89.1,102.5,26,402
"Leblanc, Charles",89.1,106.9,25,413
"Arenado, Nolan",89.1,95.4,30,365
"Adames, Willy",89.1,104.4,29,411
"Grossman, Robbie",89.1,100.8,32,383
"Schwarber, Kyle",89.1,109.6,31,431
"Isbel, Kyle",89,105.9,22,395
"Franco, Wander",89,107.2,29,399
"Melendez, MJ",89,105.4,28,428
"Bell, Josh",89,107,24,422
"Carpenter, Matt",89,106.7,27,403
"Wallach, Chad",89,106.2,26,411
"Raleigh, Cal",89,109,27,425
"Kemp, Tony",89,98.3,38,371
"Contreras, Willson",89,107,21,376
"Fraley, Jake",89,102.2,27,381
"Hays, Austin",89,103.8,26,405
"Pasquantino, Vinnie",89,97.9,22,375
"Ramírez, José",89,106.7,23,415
"Mejía, Francisco",89,101.1,24,382
"Sheets, Gavin",89,102.2,29,392
"Toro, Abraham",89,108.2,27,429
"Stanton, Giancarlo",89,118,16,410
"Benintendi, Andrew",89,106.2,26,379
"Yastrzemski, Mike",89,107.5,26,386
"Rivas, Alfonso",89,104,26,404
"Ward, Taylor",89,102.6,30,398
"Perez, Salvador",89,109.5,32,417
"Benintendi, Andrew",89,104.1,30,407
"Nootbaar, Lars",88.9,105.4,19,401
"Freeman, Freddie",88.9,107.2,32,425
"Martinez, J.D.",88.9,107,26,402
"Bregman, Alex",88.9,99.4,36,360
"Maldonado, Martín",88.9,106.1,30,416
"Peralta, David",88.9,97.9,29,406
"García, Adolis",88.9,108.3,24,449
"Haniger, Mitch",88.9,105.7,30,418
"Biggio, Cavan",88.9,104.2,26,382
"Acuña Jr., Ronald",88.9,108.6,28,446
"Molina, Yadier",88.9,101.4,40,393
"Kelenic, Jarred",88.9,106.9,19,400
"Suárez, Eugenio",88.9,101.6,36,383
"Farmer, Kyle",88.9,100.1,39,355
"Urías, Luis",88.9,103.1,32,396
"Wade Jr., LaMonte",88.9,107,31,436
"Brown, Seth",88.9,104.8,36,397
"Mountcastle, Ryan",88.9,106.2,26,420
"Kirk, Alejandro",88.9,109,21,393
"Rutschman, Adley",88.9,108,28,422
"Altuve, Jose",88.8,105.2,33,422
"Iglesias, José",88.8,98.5,28,407
"Olson, Matt",88.8,103,27,415
"Refsnyder, Rob",88.8,108.8,31,436
"Pederson, Joc",88.8,104.2,26,420
"Goldschmidt, Paul",88.8,108.3,43,371
"Kirilloff, Alex",88.8,99.1,28,389
"Fraley, Jake",88.8,100.3,28,381
"Santana, Carlos",88.8,101.8,36,388
"Kim, Ha-Seong",88.8,100.4,23,366
"Peterson, Jace",88.8,105.1,35,411
"Adell, Jo",88.8,100.4,28,378
"Morel, Christopher",88.8,109.4,24,399
"Goldschmidt, Paul",88.8,100.4,32,392
"Moniak, Mickey",88.8,97.9,32,384
"O'Neill, Tyler",88.8,107.6,24,410
"Varsho, Daulton",88.8,107.8,22,392
"Kolozsvary, Mark",88.8,102.1,26,361
"Friedl, TJ",88.8,99.4,33,377
"Mancini, Trey",88.8,104.3,35,399
"Piscotty, Stephen",88.8,107.9,20,415
"d'Arnaud, Travis",88.8,107.3,23,402
"Gallo, Joey",88.8,99.5,31,380
"Ortega, Rafael",88.8,108.4,23,382
"Blackmon, Charlie",88.7,101.6,25,401
"Drury, Brandon",88.7,97.1,31,372
"Meneses, Joey",88.7,107.4,33,415
"Acuña Jr., Ronald",88.7,108.5,22,434
"Garlick, Kyle",88.7,109.3,25,397
"Iglesias, José",88.7,103,28,432
"Alfaro, Jorge",88.7,108,21,381
"Robles, Victor",88.7,106.2,23,380
"Lindor, Francisco",88.7,105.2,34,396
"Suárez, Eugenio",88.7,110.8,25,401
"Soler, Jorge",88.7,104.4,29,399
"Correa, Carlos",88.7,103.6,27,426
"Nootbaar, Lars",88.7,106.4,38,381
"Cruz, Oneil",88.7,104.2,26,408
"McKinstry, Zach",88.7,102.1,28,376
"Nimmo, Brandon",88.7,104.5,26,434
"Leblanc, Charles",88.7,109,24,409
"Devers, Rafael",88.7,103.7,25,411
"Grichuk, Randal",88.7,105.3,23,417
"Murphy, Sean",88.7,100.1,34,350
"Paredes, Isaac",88.7,98.9,37,360
"Ozuna, Marcell",88.7,104.8,31,396
"Mejía, Francisco",88.7,104.2,24,363
"Miller, Owen",88.7,105.3,25,399
"Bote, David",88.7,102.8,27,393
"García, Adolis",88.7,104.8,26,381
"Drury, Brandon",88.7,106.8,20,404
"Naquin, Tyler",88.6,107.2,32,439
"Judge, Aaron",88.6,107.7,23,423
"Pederson, Joc",88.6,109.8,20,421
"Schwarber, Kyle",88.6,103.8,30,427
"Abreu, José",88.6,101.4,27,377
"Urías, Luis",88.6,92.8,30,359
"Springer, George",88.6,96.5,32,371
"Buxton, Byron",88.6,100.1,24,363
"Brantley, Michael",88.6,102.2,33,402
"Nimmo, Brandon",88.6,107.6,25,426
"Cruz, Nelson",88.6,106.7,31,416
"Cronenworth, Jake",88.6,103.2,26,410
"Downs, Jeter",88.6,98.7,34,363
"Varsho, Daulton",88.6,104,27,425
"Donaldson, Josh",88.6,98.9,29,370
"Votto, Joey",88.6,107.5,24,396
"Candelario, Jeimer",88.6,99.8,26,386
"Bell, Josh",88.6,103.6,22,404
"Ward, Taylor",88.6,101.2,27,406
"Odor, Rougned",88.6,104.3,24,408
"Cron, C.J.",88.6,101.7,25,407
"Lowe, Nathaniel",88.6,105.9,26,403
"Harris II, Michael",88.6,109.5,27,433
"Marsh, Brandon",88.6,100.9,22,391
"Bregman, Alex",88.6,98.5,39,353
"Gamel, Ben",88.6,104.4,22,391
"Reyes, Franmil",88.6,100.6,33,410
"Adames, Willy",88.6,102.5,36,381
"Anderson, Tim",88.6,101,29,411
"Altuve, Jose",88.6,103.6,31,400
"Jiménez, Eloy",88.5,110.7,26,428
"Nimmo, Brandon",88.5,101.1,33,400
"Voit, Luke",88.5,102.2,29,385
"Correa, Carlos",88.5,106.3,26,437
"Riley, Austin",88.5,103.7,26,418
"Reyes, Franmil",88.5,105.1,35,393
"McKinstry, Zach",88.5,97.5,34,374
"Hernández, Teoscar",88.5,107.4,26,413
"Merrifield, Whit",88.5,107.6,20,387
"Renfroe, Hunter",88.5,103.4,27,394
"Bregman, Alex",88.5,102.3,23,387
"Raleigh, Cal",88.5,105,26,416
"Bethancourt, Christian",88.5,107.6,21,399
"Machado, Manny",88.5,111.9,18,381
"McMahon, Ryan",88.5,110.2,28,436
"Sánchez, Gary",88.5,102.7,31,387
"Gorman, Nolan",88.5,105.8,27,392
"Cruz, Nelson",88.5,112.5,27,426
"Correa, Carlos",88.5,107.8,24,408
"Maldonado, Martín",88.5,103.6,27,399
"Brosseau, Mike",88.5,98.9,28,357
"Arroyo, Christian",88.5,102,31,403
"Peralta, David",88.5,102.3,32,387
"Olivares, Edward",88.5,108,27,430
"Arenado, Nolan",88.5,108.1,17,382
"Hernández, Enrique",88.5,103.6,22,395
"Bellinger, Cody",88.5,105.4,25,412
"Buxton, Byron",88.4,109.1,35,422
"Swanson, Dansby",88.4,107.1,39,416
"Yepez, Juan",88.4,112.1,26,417
"Alvarez, Yordan",88.4,106.3,24,380
"Arozarena, Randy",88.4,101.9,38,380
"Goldschmidt, Paul",88.4,102.9,24,390
"Kepler, Max",88.4,104.1,26,401
"Kemp, Tony",88.4,98.7,26,374
"Riley, Austin",88.4,104.5,29,403
"Donovan, Brendan",88.4,103.5,24,403
"Schwarber, Kyle",88.4,110.3,31,468
"Seager, Corey",88.4,102.4,34,392
"Smith, Will",88.4,106.1,29,410
"Machado, Manny",88.4,107.7,25,463
"Judge, Aaron",88.4,100.2,35,391
"Ohtani, Shohei",88.4,109.8,29,413
"LeMahieu, DJ",88.4,101.5,27,363
"Ruf, Darin",88.4,106.7,27,429
"Choi, Ji Man",88.3,106.7,24,417
"Ríos, Edwin",88.3,104.1,45,352
"O'Neill, Tyler",88.3,109.1,25,416
"Massey, Michael",88.3,103.8,29,414
"Taylor, Michael A.",88.3,99.5,28,379
"Joe, Connor",88.3,105.3,23,389
"Turner, Justin",88.3,106.1,28,411
"Haggerty, Sam",88.3,107.2,23,380
"Devers, Rafael",88.3,102.1,34,386
"Ozuna, Marcell",88.3,105.3,41,410
"O'Neill, Tyler",88.3,101.5,35,378
"Moustakas, Mike",88.3,106.4,21,390
"Machado, Manny",88.3,111,21,406
"Hicks, Aaron",88.3,102,24,392
"Pujols, Albert",88.3,102.6,30,398
"Taylor, Michael A.",88.3,102.9,26,407
"Martinez, J.D.",88.3,103.9,27,420
"Reynolds, Bryan",88.2,106.1,42,370
"Arenado, Nolan",88.2,101.1,37,383
"Hall, Darick",88.2,108.8,21,407
"Trout, Mike",88.2,103.6,33,392
"Melendez, MJ",88.2,104.5,38,407
"Castillo, Diego",88.2,97.7,27,382
"Fletcher, David",88.2,96.6,29,372
"Suárez, Eugenio",88.2,108.5,29,405
"Devers, Rafael",88.2,106.4,27,413
"Belt, Brandon",88.2,100.8,24,376
"García, Adolis",88.2,101.4,32,410
"Pederson, Joc",88.2,110.5,23,392
"Gordon, Nick",88.2,105.2,28,409
"Madris, Bligh",88.2,99.6,31,394
"Grisham, Trent",88.2,103.9,33,404
"Walker, Christian",88.2,111.1,25,461
"Rizzo, Anthony",88.2,99,48,327
"Perez, Salvador",88.2,107.1,43,373
"Haase, Eric",88.2,99.2,29,398
"Murphy, Sean",88.2,114,25,452
"Castro, Rodolfo",88.2,107.4,29,427
"Anderson, Tim",88.2,101.5,32,399
"Peterson, Jace",88.2,90.8,34,349
"Lowe, Brandon",88.2,106.8,33,407
"Naylor, Josh",88.2,101.1,24,388
"Villar, David",88.2,97.8,30,393
"Ohtani, Shohei",88.2,108.3,33,424
"Bichette, Bo",88.2,101.7,29,347
"Aguilar, Jesús",88.2,101.4,26,391
"Rizzo, Anthony",88.2,108.4,25,434
"Chisholm Jr., Jazz",88.1,101.6,33,393
"Voit, Luke",88.1,110,40,413
"Schwarber, Kyle",88.1,102.4,30,391
"Rutschman, Adley",88.1,107,27,402
"Peralta, David",88.1,107.6,23,452
"Adames, Willy",88.1,103.7,28,437
"Schoop, Jonathan",88.1,105.5,35,404
"Stanton, Giancarlo",88.1,105.1,33,335
"Cronenworth, Jake",88.1,95.8,31,356
"Cordero, Franchy",88.1,106.1,33,419
"Hoskins, Rhys",88.1,108.6,27,422
"Santana, Carlos",88.1,98.5,26,382
"Riley, Austin",88.1,103.6,31,419
"Thomas, Alek",88.1,94.8,34,375
"Raleigh, Cal",88.1,101.7,33,401
"Vosler, Jason",88.1,104.3,41,376
"Duvall, Adam",88.1,100.1,31,397
"Giménez, Andrés",88.1,102.5,22,398
"Contreras, William",88.1,109.8,25,435
"Soto, Livan",88.1,95.9,35,364
"Pasquantino, Vinnie",88.1,101.1,34,358
"Riley, Austin",88.1,102.9,31,392
"Kwan, Steven",88.1,93.6,34,369
"Escobar, Eduardo",88.1,105.6,29,403
"Arenado, Nolan",88.1,104.3,33,406
"Adames, Willy",88.1,109.4,27,427
"Tellez, Rowdy",88.1,100.2,22,383
"Turner, Trea",88,103,33,411
"Arozarena, Randy",88,105.1,27,419
"Verdugo, Alex",88,98,21,331
"Tellez, Rowdy",88,107.7,32,424
"Peña, Jeremy",88,101.3,27,373
"Garlick, Kyle",88,107.5,24,364
"Frazier, Adam",88,96.6,30,358
"Olivares, Edward",88,108,31,399
"Suzuki, Kurt",88,99.5,24,357
"Bleday, JJ",88,103.3,25,366
"Devers, Rafael",88,107.3,31,439
"Taveras, Leody",88,101.3,28,378
"Barrero, Jose",88,98.4,33,389
"Tellez, Rowdy",88,114.2,22,424
"Wisdom, Patrick",88,109,33,422
"Schoop, Jonathan",88,104.7,25,390
"Anderson, Brian",88,109,33,403
"Haase, Eric",88,102.3,28,402
"Maldonado, Martín",88,102.6,38,358
"Winker, Jesse",88,105.6,23,421
"Cronenworth, Jake",88,108.6,28,405
"Alonso, Pete",88,110.6,26,451
"Bellinger, Cody",88,104.4,28,405
"Witt Jr., Bobby",88,102.5,24,417
"Choi, Ji Man",88,108.3,24,406
"Suzuki, Seiya",88,104.4,20,376
"Cron, C.J.",88,101.6,35,423
"Ohtani, Shohei",88,107.1,29,420
"Rengifo, Luis",88,108.8,25,418
"McCutchen, Andrew",88,100.2,31,399
"Donovan, Brendan",88,101.8,42,359
"Arenado, Nolan",88,101.4,35,382
"Duvall, Adam",88,104.8,35,412
"Rojas, Josh",88,98.8,32,402
"Trevino, Jose",88,106,27,393
"Perdomo, Geraldo",88,103.2,31,417
"Harper, Bryce",87.9,110.6,29,417
"Cron, C.J.",87.9,106.5,39,415
"Betts, Mookie",87.9,107.4,25,409
"Walls, Taylor",87.9,103.7,26,394
"Romine, Austin",87.9,101.4,27,387
"Riley, Austin",87.9,111.8,37,429
"Rodgers, Brendan",87.9,104.4,24,407
"Acuña Jr., Ronald",87.9,107.2,28,420
"Bichette, Bo",87.9,104.3,26,382
"Reynolds, Bryan",87.9,109,37,416
"Judge, Aaron",87.9,109.6,34,404
"Rizzo, Anthony",87.9,104.6,30,428
"Lowe, Nathaniel",87.9,109.5,26,449
"Suárez, Eugenio",87.9,109.8,25,374
"Schwarber, Kyle",87.9,110.6,24,375
"Suárez, Eugenio",87.9,106.8,32,387
"Muñoz, Yairo",87.9,98.6,34,375
"Nola, Austin",87.9,102.6,22,401
"Springer, George",87.9,113.6,19,378
"Alvarez, Yordan",87.8,110.1,29,444
"Vaughn, Andrew",87.8,103.5,31,393
"García, Adolis",87.8,104.9,28,418
"Bregman, Alex",87.8,103.9,22,384
"Alonso, Pete",87.8,115.6,21,406
"Alvarez, Yordan",87.8,94.2,38,353
"DeJong, Paul",87.8,107.1,34,400
"Pederson, Joc",87.8,95.1,36,363
"Bryant, Kris",87.8,106.2,32,394
"Dozier, Hunter",87.8,103.7,42,395
"Contreras, Willson",87.8,111.6,23,420
"Betts, Mookie",87.8,102.4,35,380
"Marte, Ketel",87.8,98.8,37,384
"Gorman, Nolan",87.8,100.3,35,430
"Raleigh, Cal",87.8,107.2,32,425
"Harper, Bryce",87.8,108.3,27,404
"Mancini, Trey",87.8,93,39,326
"Muñoz, Yairo",87.8,100.3,29,394
"Belt, Brandon",87.8,103.1,35,376
"McMahon, Ryan",87.8,99.7,32,412
"Santana, Carlos",87.8,108.7,30,425
"Tellez, Rowdy",87.8,113.5,31,432
"Henderson, Gunnar",87.8,107.1,24,429
"Riley, Austin",87.8,111.6,24,437
"Contreras, Willson",87.8,103.6,30,441
"Devers, Rafael",87.8,97.7,28,351
"Bell, Josh",87.8,104.3,22,399
"Buxton, Byron",87.7,103.7,26,399
"Lowe, Nathaniel",87.7,98.7,27,382
"Rosario, Eddie",87.7,98.5,29,364
"Suárez, Eugenio",87.7,107.5,24,411
"Semien, Marcus",87.7,104.6,32,412
"Rizzo, Anthony",87.7,107.3,37,382
"Pasquantino, Vinnie",87.7,103.3,23,398
"Gamel, Ben",87.7,92,36,363
"Lindor, Francisco",87.7,108.2,24,440
"Siri, Jose",87.7,101.5,25,392
"Swanson, Dansby",87.7,104.6,27,409
"Andrus, Elvis",87.7,98.3,41,348
"Votto, Joey",87.7,109,32,418
"Hoskins, Rhys",87.7,97.5,36,381
"Ohtani, Shohei",87.7,110.2,22,361
"Schwarber, Kyle",87.7,108.3,22,412
"Crawford, Brandon",87.7,101.5,32,414
"Cruz, Oneil",87.7,108.7,41,366
"Abreu, José",87.7,96.9,29,380
"Kiner-Falefa, Isiah",87.7,99,36,370
"India, Jonathan",87.7,99.4,24,398
"Goldschmidt, Paul",87.6,107,26,424
"Rodríguez, Julio",87.6,101.4,39,358
"Tucker, Kyle",87.6,102.9,24,361
"Ohtani, Shohei",87.6,107,38,399
"Wong, Kolten",87.6,106.4,31,381
"Gonzalez, Marwin",87.6,102,27,404
"Lowe, Josh",87.6,105.3,27,418
"France, Ty",87.6,100.8,31,393
"Cruz, Oneil",87.6,109.8,19,408
"Langeliers, Shea",87.6,100.1,29,381
"García, Adolis",87.6,109,22,433
"Mancini, Trey",87.6,94.8,33,361
"McCormick, Chas",87.6,106.5,27,399
"Schwindel, Frank",87.6,97.2,31,363
"Wong, Kolten",87.6,95.5,29,366
"Walsh, Jared",87.6,105.9,23,401
"Anderson, Brian",87.6,112,19,404
"Swanson, Dansby",87.6,104.7,25,419
"Riley, Austin",87.6,111.1,31,432
"Lowe, Nathaniel",87.5,109.2,20,429
"García, Adolis",87.5,98.5,30,344
"Berti, Jon",87.5,104.6,26,385
"Díaz, Elias",87.5,102.9,30,418
"Swanson, Dansby",87.5,104.8,31,390
"Báez, Javier",87.5,104.6,26,406
"Cronenworth, Jake",87.5,100.3,30,422
"Cordero, Franchy",87.5,108,26,421
"Profar, Jurickson",87.5,106.1,19,360
"Stanton, Giancarlo",87.5,116.3,15,358
"Acuña Jr., Ronald",87.5,112,21,396
"Drury, Brandon",87.5,103.4,24,369
"O'Hearn, Ryan",87.5,106.9,32,445
"McMahon, Ryan",87.5,105.1,25,428
"Story, Trevor",87.5,105.8,27,422
"Wong, Kolten",87.5,97.5,29,394
"Walker, Christian",87.5,98.3,27,404
"Winker, Jesse",87.5,100.9,27,397
"Yelich, Christian",87.5,109.9,35,499
"Alvarez, Yordan",87.5,114.3,32,456
"Harrison, Josh",87.5,97.2,30,365
"Hummel, Cooper",87.5,102.1,26,439
"Santana, Carlos",87.5,95.4,35,360
"Perez, Salvador",87.4,101.2,26,403
"Trout, Mike",87.4,109.4,27,412
"Peralta, David",87.4,105.3,38,411
"Demeritte, Travis",87.4,107.6,18,363
"Varsho, Daulton",87.4,103,38,363
"Yastrzemski, Mike",87.4,103.3,27,420
"Naylor, Josh",87.4,98.8,26,393
"Judge, Aaron",87.4,105.5,29,420
"Judge, Aaron",87.4,113.5,25,465
"Rizzo, Anthony",87.4,110.4,25,414
"Cooper, Garrett",87.4,112.6,31,446
"Guerrero Jr., Vladimir",87.4,109.1,22,416
"Arozarena, Randy",87.4,101.5,20,341
"Olson, Matt",87.4,101.5,42,355
"Reynolds, Bryan",87.4,102.8,28,389
"Turner, Trea",87.4,105.5,40,389
"Gonzalez, Marwin",87.4,97,37,364
"Vaughn, Andrew",87.4,107.9,30,393
"Altuve, Jose",87.4,106.1,21,355
"Peña, Jeremy",87.4,103.1,38,381
"Greene, Riley",87.4,104.7,23,382
"Harper, Bryce",87.4,108.6,25,403
"Adames, Willy",87.4,105.4,23,384
"Pache, Cristian",87.4,97.4,34,376
"Hernández, Enrique",87.3,96.2,30,353
"Giménez, Andrés",87.3,104.8,31,422
"Santana, Carlos",87.3,106.1,29,423
"Ford, Mike",87.3,100.7,29,390
"Grichuk, Randal",87.3,106.7,21,397
"McKenna, Ryan",87.3,103,35,396
"Mateo, Jorge",87.3,102.9,23,382
"Ruf, Darin",87.3,104,26,380
"Chirinos, Robinson",87.3,100.8,31,381
"Sheets, Gavin",87.3,101.3,30,387
"Thompson, Trayce",87.3,97.6,30,387
"Contreras, William",87.3,108.2,30,427
"Knizner, Andrew",87.3,101.6,24,397
"Moustakas, Mike",87.3,100.8,32,396
"Trout, Mike",87.3,103.6,41,391
"Grisham, Trent",87.3,108.9,27,422
"Tellez, Rowdy",87.3,96.7,35,366
"Jeffers, Ryan",87.3,110,29,440
"Miranda, Jose",87.3,93.6,33,355
"Realmuto, J.T.",87.3,109.4,27,410
"Abreu, José",87.3,105.2,27,446
"Lindor, Francisco",87.3,105.1,35,410
"Yepez, Juan",87.3,104.2,30,402
"Waters, Drew",87.3,106,29,380
"Varsho, Daulton",87.3,96.2,27,384
"Villar, David",87.3,102.4,26,408
"Tucker, Kyle",87.3,101.4,34,379
"Garrett, Stone",87.2,105.8,34,429
"Grisham, Trent",87.2,104.5,34,410
"Wallner, Matt",87.2,104.9,33,414
